שנה,מחוז,רשות,שם רשות,כמות משפחות מקבלות סיוע,סך הכל שימושים,כמות סל המענים בסוג סיוע  איבזור הבית והתקנה,סך הכל הוצאה עבור איבזור הבית והתקנה בשח,כמות סל המענים בסוג סיוע  ביגוד והנעלה,סך הכל הוצאה עבור ביגוד והנעלה בשח,כמות סל המענים בסוג סיוע  הוצאה עבור בריאות,סך הכל הוצאה עבור בריאות בשח,כמות סל המענים בסוג סיוע  חובות כספיים,סך הכל הוצאה עבור חובות כספיים בשח,כמות סל המענים בסוג סיוע  חוגים,סך הכל הוצאה עבור חוגים בשח,כמות סל המענים בסוג סיוע  חינוך והשכלה,סך הכל הוצאה עבור חינוך והשכלה בשח,כמות סל המענים בסוג סיוע  מוצרי חשמל,סך הכל הוצאה עבור מוצרי חשמל בשח,כמות סל המענים בסוג סיוע  מוצרים חריגים,סך הכל הוצאה עבור מוצרים חריגים בשח,כמות סל המענים בסוג סיוע  ריהוט,סך הכל הוצאה עבור ריהוט בשח,כמות סל המענים בסוג סיוע  שונות,סך הכל הוצאה עבור שונות בשח,כמות סל המענים בסוג סיוע  תעסוקה,סך הכל הוצאה עבור תעסוקה בשח,כמות סל המענים בסוג סיוע  תחבורה,סך הכל הוצאה הסעה בשח,כמות סל המענים בסוג סיוע  פעילות רשותית,סך הכל הוצאה פעילות רשותית בשח
2023,הדרום,243,שגב-שלום ,221,"1,170,718.20",121,"409,611.40",41,"32,830.80",70,"87,800.00",,,,,4,"3,289.60",69,"175,606.00",11,"1,273.80",23,"50,945.60",54,"60,808.20",224,"348,552.80",,,,
2023,הדרום,244,כסיפה ,191,"546,320.63",4,"5,345.60",126,"111,200.00",,,23,"30,817.80",,,48,"62,416.80",26,"42,800.00",,,56,"96,564.00",176,"150,092.43",26,"47,084.00",,,,
2023,הדרום,245,אל קסום,211,"835,555.60",28,"38,313.20",173,"148,645.60",62,"75,394.32",4,"5,690.64",,,77,"55,316.00",69,"163,691.84",35,"32,240.00",19,"35,752.00",185,"170,920.00",38,"109,592.00",,,,
2023,הדרום,246,נווה מדבר,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,חיפה והצפון,500,חדרה ,231,"1,408,254.48",52,"81,028.60",79,"75,701.88",76,"105,483.80",232,"422,287.90","1,046","35,603.42",63,"70,341.10",73,"108,948.80",92,"51,295.60",41,"97,338.60",200,"209,026.38",70,"156,298.40",,,,
2023,חיפה והצפון,501,חיפה ,949,"5,340,913.26",65,"117,715.44",285,"241,229.33",192,"320,686.52","1,199","1,429,766.65","6,227","184,995.26",250,"288,730.82",326,"590,530.39",260,"140,503.26",278,"632,094.32",732,"630,316.07",285,"749,722.80",,,,
2023,חיפה והצפון,504,עכו ,497,"3,396,013.50",24,"60,009.46",235,"246,931.60",150,"243,504.82",817,"1,235,918.66","4,521","85,808.00",293,"347,334.30",154,"262,720.00",142,"71,515.00",167,"328,645.90",87,"129,439.20",144,"431,418.76",,,,
2023,חיפה והצפון,505,צפת ,170,"794,143.67",53,"195,136.96",5,"3,084.00",43,"70,152.27",68,"79,266.60",,,28,"37,728.40",104,"237,223.00",23,"16,612.82",67,"115,104.10",66,"54,391.50",58,"133,614.02",,,,
2023,חיפה והצפון,506,קרית אתא,239,"1,275,669.06",33,"70,500.00",22,"22,246.40",22,"12,534.50",198,"300,869.56",10,"8,405.00",29,"32,909.60",55,"108,365.60",21,"23,623.00",93,"189,199.03",84,"129,301.92",91,"369,696.05",,,4,"8,018.40"
2023,חיפה והצפון,507,עפולה ,183,"659,854.50",11,"33,000.00",55,"69,691.12",17,"77,100.00",75,"163,977.84","2,524","21,679.20",13,"16,360.16",58,"122,654.52",29,"13,400.00",31,"83,694.96",60,"49,347.50",6,"29,285.20",,,,
2023,חיפה והצפון,520,אור עקיבא,177,"824,582.08",34,"26,157.00",116,"56,984.40",48,"22,652.60",265,"321,887.36",1,411.2,28,"14,638.72",32,"44,406.00",73,"56,067.00",40,"40,914.40",308,"197,725.80",43,"40,537.60",1,,5,"1,000.00"
2023,חיפה והצפון,521,בית שאן,227,"1,410,663.26",7,"7,376.00",66,"57,094.40",57,"99,748.57",384,"599,038.59",4,"4,284.00",41,"50,015.60",62,"106,022.30",112,"93,100.00",71,"140,483.20",136,"197,273.60",28,"65,022.20",,,,
2023,חיפה והצפון,526,טירת כרמל,208,"921,528.05",38,"101,356.00",20,"10,834.00",10,"21,444.34",112,"188,417.60","3,376","42,502.80",82,"133,295.56",37,"69,809.00",17,"40,350.00",25,"41,800.00",87,"82,759.00",78,"205,703.75",,,,
2023,חיפה והצפון,533,מגדל העמק,181,"1,298,221.37",17,"38,733.80",28,"30,744.40",62,"49,282.00",45,"83,425.85",,,,,107,"189,347.60",38,"41,785.00",23,"40,580.32",98,"131,838.40",188,"692,484.00",,,,
2023,חיפה והצפון,535,נוף הגליל,288,"1,990,874.67",45,"170,149.40",10,"6,353.20",61,"110,891.00",176,"471,301.51",1,"1,028.00",23,"25,507.04",31,"61,494.80",112,"52,131.80",95,"248,340.16",122,"191,670.96",177,"652,006.80",,,,
2023,חיפה והצפון,543,קרית ים,191,"881,088.62",,,183,"178,991.72",5,"4,122.00",35,"60,932.70",,,10,"9,930.40",118,"204,428.00",27,"10,332.00",206,"337,484.86",36,"44,484.20",8,"30,382.74",,,,
2023,חיפה והצפון,545,קרית שמונה,171,"709,548.04",20,"27,974.24",110,"66,853.20",,,79,"120,584.40",5,"5,356.00",66,"44,220.00",59,"97,866.00",21,"8,140.00",75,"182,573.20",19,"13,725.00",42,"142,256.00",,,,
2023,חיפה והצפון,550,מעלות-תרשיחא ,479,"3,029,862.30",55,"110,564.00",20,"16,288.80",158,"251,174.70",149,"182,376.48",397,"73,531.00",237,"204,610.20",185,"341,814.00",106,"114,290.00",170,"375,932.73",87,"109,017.40",558,"1,288,112.99",,,,
2023,חיפה והצפון,552,כרמיאל ,259,"1,135,955.42",20,"30,017.20",61,"46,412.00",68,"107,631.82",143,"210,360.12","6,949","79,517.60",114,"105,083.00",84,"164,778.60",25,"19,860.00",35,"69,074.60",269,"182,484.20",77,"196,689.60",,,,
2023,חיפה והצפון,563,הגלבוע ,160,"988,064.74",16,"37,522.00",97,"107,255.60",17,"19,532.00",105,"191,807.88",,,10,"8,840.00",4,"2,056.00",29,"10,885.76",26,"65,069.20",79,"102,693.66",174,"450,616.64",10,,,
2023,חיפה והצפון,600,נצרת ,563,"3,904,086.25",151,"304,723.08",501,"359,427.22",156,"116,479.16",634,"787,166.39",74,"80,500.00",307,"251,549.80",309,"466,732.00",74,"68,132.00",258,"421,136.00",384,"279,500.60",284,"779,350.00",,,,
2023,חיפה והצפון,601,שפרעם ,407,"2,165,770.23",42,"57,761.60",194,"177,816.80",52,"77,026.16",45,"83,767.28","4,079","86,350.00",165,"164,714.80",221,"367,776.27",4,"2,800.00",186,"356,050.00",442,"388,173.12",170,"427,334.20",,,,
2023,חיפה והצפון,620,אום אל-פחם,883,"4,486,211.78",112,"241,344.70",175,"124,745.60",85,"119,496.00",177,"323,547.40",6,"6,000.00",130,"117,886.94",187,"269,068.00",29,"1,988.08",54,"121,026.00",59,"80,056.26","1,366","3,043,282.80",,,,
2023,חיפה והצפון,621,אכסאל ,214,"1,158,631.60",,,60,"49,022.00",,,,,,,49,"35,900.00",66,"129,328.00",,,24,"49,000.00",7,"4,597.60",322,"890,784.00",,,,
2023,חיפה והצפון,622,באקה אל-גרביה,171,"733,040.40",6,"5,854.00",152,"94,049.42",16,"24,425.20",66,"127,412.00",17,"12,980.00",73,"67,448.80",54,"90,800.00",49,"81,095.00",32,"81,240.00",84,"55,019.98",53,"92,716.00",,,,
2023,חיפה והצפון,629,מגאר ,233,"1,729,646.50",168,"324,450.00",208,"189,500.00",79,"135,550.00",20,"31,018.50",5,"3,500.00",96,"78,900.00",275,"425,900.00",10,480,203,"415,400.00",111,"92,048.00",18,"32,900.00",,"11,000.00",,
2023,חיפה והצפון,636,כפר קרע,223,"1,038,147.32",9,"23,400.00",193,"184,796.80",42,"44,865.40",31,"53,451.20","1,617","65,050.00",187,"165,528.40",64,"93,650.00",17,"24,000.00",65,"139,400.00",154,"149,238.72",50,"102,516.80",,,,
2023,חיפה והצפון,638,אעבלין ,193,"1,231,458.40",60,"154,360.00",42,"48,600.00",15,"30,100.00",42,"68,192.40",57,"49,350.00",117,"101,550.00",91,"192,800.00",26,"34,620.00",98,"204,900.00",53,"60,800.00",94,"286,186.00",,,,
2023,חיפה והצפון,639,מג'ד אל-כרום,174,"1,125,796.12",16,"33,864.00",13,"14,710.00",1,"3,500.00",,,4,"4,400.00",1,"2,000.00",104,"212,976.00",,,8,"25,500.00",13,"9,472.12",232,"819,374.00",,,,
2023,חיפה והצפון,640,מג'דל שמס,165,"1,336,165.00",45,"110,850.00",40,"37,800.00",11,"38,500.00",22,"50,369.00",46,"58,100.00",141,"171,700.00",70,"143,600.00",6,"9,000.00",,,40,"45,584.00",190,"670,662.00",,,,
2023,חיפה והצפון,641,עין מאהל,170,"846,771.12",25,"131,446.80",,,15,"43,698.80",11,"11,198.00",,,33,"42,494.32",24,"35,250.00",29,"28,694.00",47,"92,548.40",30,"72,846.00",199,"388,594.80",,,,
2023,חיפה והצפון,642,ירכא ,180,"1,269,715.20",60,"84,422.72",15,"12,800.00",33,"36,814.00",263,"442,798.14",,,68,"38,200.00",65,"97,316.00",84,"35,343.20",18,"33,420.00",172,"202,438.34",128,"277,162.80",,,,
2023,חיפה והצפון,643,סח'נין ,289,"1,567,122.92",13,"21,200.00",1,"1,000.00",8,"8,000.00",,,,,79,"101,590.00",72,"145,400.00",32,"1,536.00",26,"75,500.00",49,"29,200.00",537,"1,183,696.92",,,,
2023,חיפה והצפון,644,עראבה ,225,"1,452,444.92",50,"80,500.00",128,"122,396.00",24,"51,161.00",119,"211,554.72",51,"41,800.00",81,"73,380.00",125,"271,643.00",39,"35,360.00",116,"231,051.00",117,"181,887.20",80,"151,712.00",,,,
2023,חיפה והצפון,647,בועיינה-נוג'ידאת ,202,"955,668.00",3,"11,500.00",28,"26,100.00",6,"18,000.00",,,5,"6,120.00",24,"24,624.00",25,"34,740.00",8,"31,350.00",6,"15,000.00",16,"52,600.00",299,"735,634.00",,,,
2023,חיפה והצפון,648,נחף ,180,"1,583,844.90",53,"103,200.00",86,"83,784.00",22,"65,120.00",55,"87,262.40",11,"8,800.00",68,"62,386.00",119,"224,394.00",5,"7,500.00",151,"313,124.00",103,"109,775.50",156,"518,499.00",,,,
2023,חיפה והצפון,649,ג'דיידה-מכר ,212,"1,253,022.64",22,"34,100.00",76,"66,500.00",31,"71,900.00",113,"186,943.64","1,417","23,000.00",36,"30,412.00",80,"154,630.00",15,"20,000.00",56,"96,310.00",12,"14,000.00",146,"562,227.00",,,,
2023,חיפה והצפון,651,ריינה ,234,"1,478,275.12",29,"45,584.00",100,"106,526.00",6,"12,330.40",17,"20,400.00",66,"54,054.00",75,"62,620.00",136,"242,892.00",46,"38,632.00",59,"137,884.00",339,"333,881.20",244,"423,471.52",,,,
2023,חיפה והצפון,654,כפר מנדא,228,"1,139,394.00",18,"43,000.00",134,"88,900.00",6,"3,000.00",,,15,"11,500.00",100,"84,900.00",8,"16,000.00",6,"6,000.00",124,"268,300.00",81,"66,394.00",294,"551,400.00",,,,
2023,חיפה והצפון,657,יפיע ,228,"1,050,567.20",33,"110,002.20",100,"63,600.00",,,11,"7,700.00",4,"4,000.00",53,"42,342.00",11,"27,700.00",49,"79,260.00",39,"77,530.00",58,"84,000.00",208,"554,433.00",,,,
2023,חיפה והצפון,662,כאבול ,203,"658,450.00",31,"54,180.00",22,"25,000.00",25,"28,080.00",2,"2,244.00",,,45,"37,600.00",47,"88,070.00",21,"27,250.00",,,19,"22,520.00",141,"373,506.00",,,,
2023,חיפה והצפון,664,ערערה ,202,"1,525,410.28",17,"82,000.00",99,"73,224.00",38,"40,873.50",9,"13,529.78",4,"6,600.00",65,"46,103.00",108,"236,598.80",42,"26,624.00",117,"242,495.20",161,"199,950.00",254,"557,412.00",,,,
2023,חיפה והצפון,665,דייר חנא,170,"595,567.50",150,"88,700.00",102,"60,500.00",,,5,"10,000.00",1,"1,100.00",54,"60,560.00",16,"26,200.00",1,"1,500.00",55,"148,385.00",2,850,102,"197,772.50",,,,
2023,חיפה והצפון,666,ביר אל מכסור,205,"1,125,146.00",124,"255,400.00",87,"81,400.00",39,"30,300.00",40,"62,466.00",1,"1,200.00",112,"85,560.00",79,"168,900.00",24,"53,700.00",117,"273,120.00",50,"84,100.00",13,"29,000.00",,,,
2023,חיפה והצפון,667,כפר כנא,228,"1,083,930.00",58,"86,900.00",21,"9,700.00",11,"9,350.00",,,13,"10,000.00",21,"18,680.00",76,"131,400.00",66,"78,100.00",153,"270,200.00",108,"123,400.00",174,"346,200.00",,,,
2023,חיפה והצפון,669,שעב ,184,"879,200.00",20,"31,000.00",136,"155,350.00",39,"100,600.00",,,8,"8,800.00",80,"87,700.00",146,"227,250.00",4,"6,000.00",6,"17,000.00",53,"56,000.00",42,"187,300.00",,,,
2023,חיפה והצפון,675,מעלה עירון,174,"671,896.96",22,"64,910.40",75,"60,768.80",12,"16,414.00",46,"71,652.20",,,20,"12,700.80",53,"111,360.00",6,240,32,"73,500.00",72,"56,639.56",71,"203,711.20",10,,,
2023,חיפה והצפון,677,אל-בטוף ,194,"722,858.00",40,"100,800.00",10,"11,200.00",,,5,"14,592.00",,,42,"52,300.00",40,"89,000.00",10,"15,000.00",46,"95,088.00",17,"17,756.00",102,"327,122.00",,,,
2023,חיפה והצפון,690,אבו סנאן,167,"1,135,109.98",16,"37,924.70",77,"53,220.00",42,"45,819.00",45,"65,705.00",7,"5,200.00",137,"124,299.00",73,"143,880.00",28,"37,610.00",56,"78,898.20",139,"109,173.08",119,"433,381.00",,,,
2023,חיפה והצפון,692,טורעאן ,215,"1,046,417.20",47,"92,600.00",128,"100,379.20",17,"48,406.00",18,"63,127.00",6,"4,800.00",80,"56,800.00",16,"50,800.00",16,"16,098.00",64,"165,404.00",19,"30,454.00",105,"417,549.00",,,,
2023,חיפה והצפון,693,דאלית אל-כרמל,203,"910,993.93",,,72,"50,961.60",34,"47,800.00",47,"83,757.33",946,"17,675.00",97,"63,645.00",39,"70,850.00",128,"131,655.00",35,"56,850.00",190,"211,595.00",97,"181,830.00",,,,
2023,ירושלים,101,אשקלון ,563,"3,553,313.28",25,"56,856.50",388,"321,258.80",95,"91,466.72",867,"1,495,402.21","3,286","44,540.00",55,"58,582.45",237,"370,052.20",42,"6,986.00",237,"538,828.00",173,"187,114.40",130,"398,476.00",,,,
2023,ירושלים,103,ירושלים ,"2,040","12,737,094.54",313,"716,820.96",644,"553,012.62",339,"593,819.27","1,026","1,862,316.72","6,529","141,496.70",671,"729,570.22",760,"1,550,493.59",260,"154,677.00",642,"1,122,289.14",518,"573,019.95","1,818","4,305,196.09",2,,24,"17,543.70"
2023,ירושלים,104,אשדוד ,"1,210","5,067,038.54",82,"165,183.28",279,"214,954.60",183,"273,028.80","1,319","1,918,735.43","6,691","103,546.00",238,"270,608.14",388,"705,031.62",156,"62,550.00",342,"691,607.91",225,"290,810.92",183,"404,111.84",,,,
2023,ירושלים,121,בית שמש,240,"1,745,492.38",20,"14,386.00",41,"21,976.00",84,"142,385.05",338,"597,595.83",9,"12,320.00",1,700,134,"390,777.98",28,"20,581.00",111,"288,928.76",58,"61,892.30",14,"28,949.46",,,,
2023,ירושלים,129,קרית מלאכי,181,"1,269,051.30",27,"33,642.80",231,"164,904.60",57,"60,815.40",292,"478,838.78",3,"4,182.00",29,"31,120.00",78,"126,380.80",34,"9,647.20",154,"256,697.00",91,"77,479.72",30,"25,343.00",,,,
2023,ירושלים,140,מעלה אדומים,192,"1,490,271.45",39,"44,665.00",168,"60,065.01",32,"109,223.60",347,"776,512.34","7,864","109,400.00",60,"53,638.50",99,"201,800.00",2,"2,560.00",53,"121,027.00",16,"11,142.50",11,"39,050.00",,,,
2023,ירושלים,146,ביתר עילית,176,"2,143,363.10",55,"159,211.80",33,"23,562.00",82,"152,817.30",104,"186,358.04",5,"5,100.00",17,"28,736.00",33,"42,724.00",78,"52,896.75",54,"124,586.04",146,"188,507.61",451,"1,178,863.56",,,,
2023,ירושלים,147,מודיעין עילית,164,"1,558,603.92",67,"197,904.64",63,"107,969.60",37,"68,215.20",122,"275,764.20",,,16,"28,560.00",79,"207,695.30",56,"86,736.60",106,"275,605.02",116,"223,277.36",68,"86,876.00",10,,,
2023,ירושלים,178,מטה בנימין,298,"2,535,769.06",70,"296,672.00",,,79,"281,331.20",97,"269,002.54","5,656","80,080.60",21,"53,071.80",143,"411,768.60",52,"152,640.00",59,"188,870.00",185,"612,160.20",52,"218,283.92",,,,
2023,תל אביב והמרכז,300,בני ברק,761,"4,631,392.39",137,"210,952.80",266,"305,198.40",216,"289,793.38",217,"330,009.92","2,748","57,989.40",152,"170,227.87",405,"861,342.56",349,"325,321.90",336,"845,492.30",377,"614,856.90",300,"633,670.96",,,,
2023,תל אביב והמרכז,301,בת ים,208,"1,519,430.78",38,"135,572.62",182,"182,513.80",89,"90,632.84",201,"349,235.84","2,806","16,776.96",74,"122,541.36",39,"113,909.10",78,"10,765.00",56,"95,702.10",118,"204,564.96",87,"211,197.00",,,,
2023,תל אביב והמרכז,304,חולון ,355,"2,538,547.40",30,"74,894.40",59,"56,572.20",117,"304,214.80",549,"866,047.33","4,311","105,902.80",142,"153,020.97",92,"213,861.92",57,"70,470.00",114,"265,224.18",147,"204,693.00",55,"244,867.80",,,,
2023,תל אביב והמרכז,306,לוד ,212,"940,483.86",28,"83,075.90",52,"29,432.60",3,"4,500.00",109,"289,006.21","2,644","32,850.00",28,"25,671.24",49,"104,762.20",31,"45,840.00",24,"50,249.15",16,"4,927.50",133,"448,269.06",,,,
2023,תל אביב והמרכז,307,נתניה ,608,"5,050,526.08",64,"155,912.49",350,"403,992.36",315,"507,119.88",717,"1,170,422.50","4,897","113,353.64",209,"252,585.00",145,"277,351.76",184,"99,558.55",217,"460,379.88",491,"469,772.58",464,"1,164,067.44",,,,
2023,תל אביב והמרכז,311,רמלה ,375,"2,818,231.06",50,"65,755.20",128,"137,403.40",49,"109,774.00",330,"575,801.48","3,362","42,329.81",103,"102,312.05",166,"294,491.52",85,"55,936.40",101,"185,763.61",313,"428,914.26",245,"836,417.88",,,,
2023,תל אביב והמרכז,313,תל אביב-יפו,311,"3,142,085.66",26,"66,206.38",164,"141,336.00",67,"101,602.35",363,"750,839.36","1,048","27,260.00",96,"130,565.00",80,"129,419.40",63,"77,906.72",94,"230,922.00",217,"248,554.58",62,"221,139.00",,,,
2023,תל אביב והמרכז,329,יבנה ,163,"1,045,004.22",64,"77,982.08",111,"100,751.36",74,"85,626.36",164,"185,180.23",,,18,"33,624.54",47,"72,230.14",68,"66,301.40",77,"147,033.74",124,"99,023.91",108,"246,227.21",5,,36,"6,001.00"
2023,תל אביב והמרכז,347,אור יהודה,312,"2,430,111.03",77,"140,316.37",149,"92,643.33",168,"286,083.49",347,"596,189.62","5,976","50,873.26",94,"109,389.18",114,"238,611.60",80,"39,462.01",174,"330,406.48",245,"308,130.69",73,"267,760.30",,,,
2023,תל אביב והמרכז,366,אלעד ,212,"985,360.39",39,"19,528.80",576,"321,042.81",77,"48,869.60",53,"83,436.24",11,"9,508.00",74,"54,037.50",243,"240,239.54",10,"2,988.00",105,"143,254.30",99,"54,071.60",4,"8,384.00",,,,
2023,תל אביב והמרכז,377,שומרון ,289,"1,691,321.97",39,"111,220.80",,,51,"113,704.84",255,"530,239.06",7,"5,127.36",38,"66,758.96",60,"144,667.78",8,"17,890.80",,,184,"265,577.54",116,"436,134.83",,,,
2023,תל אביב והמרכז,421,טייבה ,248,"2,613,399.17",62,"154,874.00",39,"31,781.20",61,"82,709.10",205,"288,541.24",,,69,"110,879.22",223,"489,225.20",,,285,"604,527.87",199,"166,724.69",258,"684,136.65",10,,,
2023,תל אביב והמרכז,422,טירה ,192,"1,426,145.60",125,"360,928.00",,,31,"31,000.00",22,"45,765.60",7,"7,200.00",50,"47,800.00",204,"444,381.00",20,"25,480.00",181,"374,911.00",102,"72,700.00",6,"15,980.00",,,,
2023,תל אביב והמרכז,424,כפר קאסם,318,"1,777,238.00",108,"229,150.00",48,"73,480.00",54,"45,000.00",190,"390,770.00",17,"39,500.00",48,"59,700.00",146,"343,550.00",19,"31,500.00",88,"236,920.00",63,"88,468.00",80,"239,200.00",,,,
2023,תל אביב והמרכז,425,קלנסווה ,176,"997,308.86",46,"66,422.88",72,"50,727.60",22,"41,281.44",84,"186,403.70",5,"5,000.00",24,"31,005.88",49,"116,776.00",33,"24,281.84",36,"104,708.00",93,"76,228.52",106,"294,473.00",,,,
